,ICSA,ICNSA,CCSA,CCNSA
2006-08-10,244305.69769157242,232793.07483633354,1718005.1624743082,1660442.0481981137
2006-08-17,253006.9525282005,239611.80768142967,1643101.8891190444,1576126.1648851903
2006-08-24,226154.15462853535,211070.77288140325,1753860.354336399,1678443.4456007383
2006-08-31,225331.4509384427,208778.60381088578,1796807.823084353,1714043.5874465685
2006-09-07,234474.81689377868,216692.5892411754,1823236.780684599,1734325.6424215825
2006-09-14,241115.76156120002,222362.06934938862,1735358.1150314296,1641589.6539723726
2006-09-21,248319.0771715083,228865.92662683682,1734597.3738496813,1637331.6211263237
2006-09-28,265405.9530622011,245535.4954544286,1810927.018336846,1711574.7302979836
2006-10-05,256048.8542273232,236049.29350736522,1659249.1938124427,1559251.3902126527
2006-10-12,240983.308482043,221144.72113076583,1734264.91961555,1635071.982859164
2006-10-19,243583.3115653257,224193.4392828996,1765605.5409492909,1668656.1795371603
2006-10-26,229598.01593948976,210938.0921987339,1782344.8379597235,1689045.2192559442
2006-11-02,245396.3072894332,227736.97828541894,1739546.353653718,1651249.7086336466
2006-11-09,242638.30609209146,226235.70525113103,1773192.1924479057,1691179.1882431034
2006-11-16,253341.05108934993,238433.08407325397,1654676.756050369,1580136.9209698893
2006-11-23,237840.12281904006,224643.01690746984,1754884.821361037,1688899.2918031858
2006-11-30,259978.51168020052,248683.67957936774,1820133.8593932223,1763659.6988890583
2006-12-07,277282.9465114523,268054.2100769296,1758824.013118398,1712680.3309457842
2006-12-14,254897.86434876965,247869.07848993526,1822037.4915231357,1786893.5622289635
2006-12-21,264894.2926788037,260167.4039081456,1853091.203658755,1829456.759805465
2006-12-28,271628.68646352517,269272.25424988556,1825622.214094906,1813840.053026708
2007-01-04,257700.30727899325,257748.5096512552,1863445.8483512134,1863686.8602125235
2007-01-11,269521.39021977736,271973.5280438592,1818955.5215303355,1831216.2106507444
2007-01-18,268754.7114829831,273575.2186021794,1868753.245019419,1892855.7806154
2007-01-25,272366.8721054028,279485.8311969927,1921236.6900797326,1956831.485537682
2007-02-01,261539.23462733705,270853.39129340503,1909700.3302551657,1956271.1135855054
2007-02-08,275599.59090045333,286973.85128440085,1882975.4500520276,1939846.7519717652
2007-02-15,284634.4956619327,297903.8858690414,1933138.2955946522,1999485.2466301955
2007-02-22,300671.7972889155,315643.8561912425,1966321.1211221174,2041181.4156337525
2007-03-01,294816.67056448746,311274.2412845133,1835670.9394839893,1917958.7930841187
2007-03-08,314009.6070843264,331713.98666927527,2002505.563719356,2091027.4616441003
2007-03-15,271229.1319804127,289923.5335839215,1932839.046364389,2026311.0543819328
2007-03-22,296580.4839097147,315993.76126487384,1974670.4714527887,2071736.8582285845
2007-03-29,286720.56043681863,306571.14060029614,2015594.6477487125,2114847.5485660997
2007-04-05,317004.3146952188,337004.28202138597,1888045.3652524587,1988045.2018832944
2007-04-12,271929.5543844959,291788.826495012,1920603.3366484316,2019899.697201012
2007-04-19,271066.91728511296,290497.45246510976,1939654.0800575097,2036806.755957494
2007-04-26,273998.748235881,292718.723232074,1911490.850610137,2005090.725591102
2007-05-03,250186.57786556683,267924.47549091175,2032664.781338041,2121354.2694647657
2007-05-10,272956.7912208742,289455.3384785702,1897032.4087506987,1979525.145039179
2007-05-17,268014.9321563296,283034.8317640546,1904850.248951922,1979949.7469905468
2007-05-24,279998.7836443943,293322.1848362148,1934514.360160974,2001131.3661200767
2007-05-31,281016.9267405574,292450.5850055062,1854888.5303767445,1912056.821701488
2007-06-07,302015.0245387314,311393.10446675256,1885083.8921421804,1931974.2917822863
2007-06-14,285974.67336117127,293161.1539435593,1909932.4067984186,1945864.8097103585
2007-06-21,260806.38105208386,265697.0285495907,1866087.370826461,1890540.608313995
2007-06-28,253654.4012666638,256178.28103051917,1866377.0221664147,1878996.4209856917
2007-07-05,272143.4876473243,272263.9929654966,1832712.6999946607,1833315.2265855225
2007-07-12,242593.53288093457,240308.91592710387,1771579.9915321078,1760156.9067629543
2007-07-19,287534.37979568966,282877.77697996853,1851673.0509827381,1828390.0369041327
2007-07-26,275487.1074716523,268526.0588253693,1911967.627579411,1877162.3843479957
2007-08-02,248591.84227451799,239427.31183996983,1814273.459328978,1768450.8071562373
2007-08-09,227899.35417137865,216664.26560496318,1814413.6057269294,1758238.162894852
2007-08-16,272034.308098706,258891.616727253,1828398.3363292892,1762684.8794720238
2007-08-23,248328.59865587982,233468.92794935044,1721860.5898048119,1647562.2362721649
2007-08-30,267149.9416458154,250788.81838730964,1863095.3975128282,1781289.7812203
2007-09-06,223439.5867808814,205814.3150354386,1781915.174726885,1693788.815999671
2007-09-13,237394.320470051,218760.53969264828,1848498.847434483,1755329.9435474696
2007-09-20,245762.81247549332,226390.78967993302,1726712.9553471226,1629852.841369321
2007-09-27,245969.05163287104,226139.76140046943,1852131.1768010894,1752984.7256390813
2007-10-04,238381.15325432265,218382.20243851186,1799287.3651919737,1699292.6111129196
2007-10-11,254632.74454656476,234754.20078207436,1788933.4427735368,1689540.7239510848
2007-10-18,229721.8705891401,210252.05510965586,1775176.1153576893,1677827.0379602679
2007-10-25,244329.05920343674,225550.36498930893,1754653.8807971743,1660760.4097265352
2007-11-01,249270.1292622667,231454.9251724504,1832074.1579802302,1742998.1375311487
2007-11-08,256441.61486608823,239848.29516137013,1785324.8032085123,1702358.2046849218
2007-11-15,260899.26497056824,245768.50152635746,1687415.9185733711,1611762.1013523173
2007-11-22,235074.87861652335,221626.13018364843,1738469.9684581405,1671226.2262937657
2007-11-29,230847.32819314112,219275.65733682967,1794572.204550753,1736713.8502691959
2007-12-06,275106.56100710033,265579.8048917155,1829738.8277573837,1782105.0471804598
2007-12-13,263146.66421209404,255803.0002669661,1822474.7277394778,1785756.408013838
2007-12-20,249261.71488698683,244207.6566612732,1897850.5330053102,1872580.241876742
2007-12-27,286156.6562523847,283465.50852736225,1751311.2655512337,1737855.5269261214
2008-01-03,267063.8926085457,266774.68817460875,1868205.2847679325,1866759.2625982475
2008-01-10,285461.8219920706,287578.7555115732,1782307.4291745976,1792892.0967721108
2008-01-17,271198.02828355704,275690.3954508314,1923218.9861911046,1945680.8220274763
2008-01-24,303444.19883286674,310246.84171385196,1892211.6269974327,1926224.8414023588
2008-01-31,301112.1549910295,310126.40708323877,1929122.920110941,1974194.180571987
2008-02-07,273165.89852405124,284261.01582959574,1875502.4122810056,1930977.998808728
2008-02-14,293431.31824870815,306446.37560388754,1992419.3198756382,2057494.606651535
2008-02-21,290307.0142133385,305053.2393701657,1989337.958238015,2063069.0840221508
2008-02-28,302710.5879650465,318974.09957085317,1974165.1851646462,2055482.7431936793
2008-03-06,269026.1140341519,286571.0237972301,1945068.91119132,2032793.460006711
2008-03-13,294855.115310298,313426.9493573235,1985822.0719530678,2078681.2421881955
2008-03-20,301235.7196509424,320565.1094523245,1925422.170794809,2022069.1198017194
2008-03-27,259492.91276344043,279299.50209289044,2006080.3925196342,2105113.3391668843
2008-04-03,268352.50248509075,288349.01374631043,2046876.0766777252,2146858.6329838233
2008-04-10,255450.24037288417,275346.6413147916,2017581.8210980096,2117063.8258075463
2008-04-17,281646.3831500921,301154.0935359536,1925777.529562533,2023316.0814918405
2008-04-24,295816.43951769784,314652.51673403685,1977120.165803028,2071300.551884723
2008-05-01,306681.28032599424,324572.523222608,1889817.8638868968,1979274.0783699653
2008-05-08,284090.4679761613,300777.3794145652,1977222.6120766464,2060657.1692686663
2008-05-15,305999.37183548306,321239.92247241543,1964051.2758877138,2040254.029072376
2008-05-22,259238.6580408105,272811.79675634246,1839843.041395059,1907708.734972719
2008-05-29,252562.61784619963,264271.4779007041,1866073.085604994,1924617.3858775164
2008-06-05,275283.48649951257,284958.2409169314,1899984.617512078,1948358.389599172
2008-06-12,279740.70724567666,287241.0320082,1888376.2394518303,1925877.8632644468
2008-06-19,271243.54203880654,276460.65136644023,1831679.1155975652,1857764.6622357334
2008-06-26,238400.89981053828,241259.12400556984,1899957.2859071863,1914248.4068823443
2008-07-03,265712.84267802065,266170.7256491076,1881230.1365009623,1883519.5513563973
2008-07-10,245113.07152280293,243163.97207003267,1847057.900069807,1837312.4028059554
2008-07-17,272383.9430389186,268056.1311787199,1807238.0323577553,1785598.973056762
2008-07-24,265559.34047443233,258915.5874072247,1886033.070385539,1852814.305049501
2008-07-31,243780.04390654908,234916.71157430063,1905419.986128004,1861103.3244667617
2008-08-07,248116.665896056,237162.30933493396,1788166.2478709768,1733394.4650653666
2008-08-14,238041.77933220807,225155.28209200135,1772225.0855442216,1707792.5993431879
2008-08-21,251282.0157996263,236650.28547408048,1818817.4619799496,1745658.8103522204
2008-08-28,265053.7778677307,248889.0351601526,1768840.3605459211,1688016.6470080304
2008-09-04,234679.64890018984,217216.349544102,1773428.9989916424,1686112.5022112033
2008-09-11,256018.42404734404,237509.85822708893,1812304.9970242837,1719762.1679230083
2008-09-18,239764.49963654994,220479.11823033445,1676120.2698669662,1579693.3628358885
2008-09-25,235365.62694801055,215583.1478780836,1835167.5149004892,1736255.1195508547
2008-10-02,245480.54745009227,225487.8986141097,1771985.388778127,1672022.1445982142
2008-10-09,231674.62766050044,211761.7852883776,1748325.5503869324,1648761.3385263183
2008-10-16,239304.60126954588,219760.38406686502,1766431.438485261,1668710.3524718569
2008-10-23,230330.7229274376,211438.60300775288,1772424.9130964226,1677964.313497999
2008-10-30,278733.3327780974,260767.32414297332,1692523.7493300359,1602693.7061544156
2008-11-06,251015.55508342685,234236.23928428156,1859914.0027889202,1776017.423793194
2008-11-13,241458.23479274995,226108.98141887182,1794533.4978902077,1717787.231020817
2008-11-20,256853.95944236722,243157.39625368366,1823030.5864591007,1754547.7705156829
2008-11-27,253848.14031049432,242002.92421279306,1857864.5166544279,1798638.4361659216
2008-12-04,254279.12204091612,244457.0577377519,1769494.4769544785,1720384.1554386574
2008-12-11,269009.2321340243,261352.78024679804,1855204.069598027,1816921.8101618956
2008-12-18,273473.46315361763,268093.6739524058,1829681.5462654806,1802782.6002594214
2008-12-25,256545.47538808413,253520.3781026857,1897325.4118843942,1882199.9254574021
2009-01-01,258301.74053434914,257675.21160720752,1760768.156631361,1757635.5119956527
2009-01-08,265258.3474934324,267039.4741894578,1874362.9034867901,1883268.5369669169
2009-01-15,237274.5805707511,241437.52917433373,1861235.507981524,1882050.2509994372
2009-01-22,251434.42719964997,257918.8177105554,1924746.710573126,1957168.6631276533
2009-01-29,296930.2517104155,305642.0336039197,1937922.5420569049,1981481.451524426
2009-02-05,303240.1410403952,314052.95738950704,1889694.0229595143,1943758.1047050734
2009-02-12,276811.7417532902,289568.7619276414,1899337.4563520923,1963122.5572238483
2009-02-19,290992.2641613149,305508.45852098794,1938358.56479372,2010939.5365920854
2009-02-26,288598.744449293,304663.56804110715,1906952.6807506136,1987276.798709684
2009-03-05,331466.28018121235,348846.7265127496,2000611.9033216788,2087514.1349793652
2009-03-12,303177.6791768877,321621.65977588965,1945519.8425981058,2037739.7455931157
2009-03-19,285298.7649591956,304538.76570071507,1822760.705101066,1918960.7088086633
2009-03-26,273438.83583382244,293195.79700324306,1952103.6281096456,2050888.4339567488
2009-04-02,263943.1034679994,283930.4672829335,1920219.3658601874,2020156.1849348578
2009-04-09,291069.70906368893,310997.57594892004,1890435.094214906,1990074.4286410615
2009-04-16,276361.41297697055,295940.74630923563,1908534.6980460768,2006431.3647074024
2009-04-23,265777.80669991905,284724.6250363125,1972863.6913035784,2067597.7829855462
2009-04-30,276543.14991269406,294582.6458980149,2029438.5101030604,2119635.9900296642
2009-05-07,268887.0065321384,285757.53274396085,1972970.6562504887,2057323.287309601
2009-05-14,309041.14200434345,324498.00592454604,1920067.7644224355,1997352.0840234482
2009-05-21,295358.21616575954,309177.2292357043,1965148.702074551,2034243.7674242747
2009-05-28,280213.19958870293,292193.9288720615,1910357.370606218,1970261.0170230106
2009-06-04,300557.3504826114,310526.0257732581,1888671.4104295333,1938514.786882767
2009-06-11,277399.5251167126,285211.5593265762,1855049.9028062078,1894110.0738555256
2009-06-18,261087.24272653923,266629.32899734704,1813976.6689190746,1841687.1002731137
2009-06-25,294540.4889403315,297732.24406244216,1870470.080919285,1886428.8565298382
2009-07-02,277418.106799905,278213.23710184346,1886035.6293764857,1890011.2808861781
2009-07-09,251405.0595097923,249792.03230826423,1861410.796596484,1853345.6605888435
2009-07-16,261761.3629100573,257763.57378163087,1833669.6367994512,1813680.6911573191
2009-07-23,249192.84504081533,242868.2784891436,1795696.605779836,1764073.7730214773
2009-07-30,239387.53105262335,230827.9194929327,1862370.8060929112,1819572.748294458
2009-08-06,271948.7482323329,261278.2414913915,1755697.2373391623,1702344.7036344553
2009-08-13,284778.65918019635,272152.02380952047,1850724.3986140755,1787591.2217606963
2009-08-20,233423.35903977364,219023.7335594936,1753097.0141616266,1681098.8867602262
2009-08-27,261319.72849286612,245355.96712451224,1757915.2365340246,1678096.4296922553
2009-09-03,241820.40937264264,224524.05278773067,1715684.5755221844,1629202.7925976245
2009-09-10,243228.8939425436,224850.81096365504,1758694.9084728858,1666804.4935784428
2009-09-17,240872.150961442,221678.89992504386,1828604.611187601,1732638.3560056102
2009-09-24,236298.86505606523,216568.82761238384,1803086.2733835662,1704436.0861651592
2009-10-01,249773.38507350202,229792.72849936722,1825122.6916445855,1725219.4087739114
2009-10-08,236657.9452536706,216716.47184152174,1802654.4418838925,1702947.0748231483
2009-10-15,253544.91970631017,233931.86343041714,1723155.721576039,1625090.440196574
2009-10-22,249384.83656294123,230384.6679885933,1765014.0030279874,1670013.160156248
2009-10-29,247480.10954140872,229368.40982326673,1747135.6648036044,1656577.1662128945
2009-11-05,238639.49202917118,221678.9558428989,1858579.9968548603,1773777.315923499
2009-11-12,245035.99175228763,229472.61713351228,1739347.4399031596,1661530.5668092826
2009-11-19,266678.7782542166,252738.29860793822,1852136.0442904984,1782433.6460591063
2009-11-26,264724.2105420873,252608.82057317972,1861374.1144474174,1800797.1646028792
2009-12-03,244585.390260548,234470.8133129245,1918361.308868286,1867788.4241301683
2009-12-10,262923.67298528086,254956.61232545294,1817283.363324067,1777448.0600249276
2009-12-17,275005.020109747,269301.03112172626,1884848.972027668,1856329.027087564
2009-12-24,241076.39036741856,237718.2045209461,1975194.2843174262,1958403.3550850637
2009-12-31,276699.8364014433,275736.16130295536,1842351.9751178045,1837533.5996253646
2010-01-07,261056.01834412187,262500.8312746786,1808674.2994671771,1815898.3641199605
2010-01-14,281979.3401969796,285811.68538378837,1803513.284163749,1822675.010097793
2010-01-21,264340.87337858794,270505.16594051954,1944958.9369119008,1975780.399721559
2010-01-28,250996.52199697864,259403.3541556104,1826528.3357834881,1868562.496576647
2010-02-04,255814.67582637325,266342.1136891587,1912822.734794372,1965459.9241082992
2010-02-11,282954.454022111,295449.8061289456,1963293.730747544,2025770.4912817166
2010-02-18,287953.1504066336,302235.18238856865,1959770.0603466763,2031180.2202563514
2010-02-25,272109.5479342062,287971.11116258154,1979830.9956806733,2059138.81182255
2010-03-04,296640.1102472751,313851.14634697203,1976570.4223521976,2062625.602850682
2010-03-11,263275.71716432605,281586.5948132484,2035048.2407080338,2126602.628952645
2010-03-18,288079.0322706199,307224.1678879907,1927810.2335817495,2023535.9116686033
2010-03-25,271499.013628535,291200.72343702737,1944508.979385453,2043017.528427915
2010-04-01,280194.9859738124,300167.51356465725,1941229.6656906826,2041092.3036449067
2010-04-08,290702.09423795756,310655.7552226483,2021427.7082506667,2121196.0131741203
2010-04-15,276814.0895217585,296459.4731557351,2023546.473057801,2121773.3912276844
2010-04-22,283396.19322447566,302448.36006183684,1998271.5383549787,2093532.3725417845
2010-04-29,303426.8195681618,321609.43426402454,2030687.0077601399,2121600.0812394535
2010-05-06,278583.2271925061,295632.5665102564,1907093.7168903446,1992340.413479096
2010-05-13,298428.8786728279,314097.6565635552,2042603.9714356875,2120947.8608893235
2010-05-20,267377.5237393958,281438.4780140117,2027515.391597269,2097820.1629703487
2010-05-27,290495.8767093342,302745.0652817744,1979225.5445971473,2040471.487459348
2010-06-03,302220.3668538781,312480.12574620225,2021737.0545069156,2073035.8489685366
2010-06-10,241421.38453936236,249542.9047454281,1839274.567987264,1879882.1690175924
2010-06-17,264324.04201917927,270189.5278516891,1884752.962424323,1914080.391586872
2010-06-24,282629.89772590355,286154.2753418518,1862654.4678546325,1880276.3559343738
2010-07-01,268573.3619189484,269705.513242774,1923682.288350066,1929343.0449691936
2010-07-08,274815.03681730106,273538.5409647441,1823207.8620342615,1816825.3827714769
2010-07-15,257835.3914010221,254168.76284997247,1901788.8057228622,1883455.6629676141
2010-07-22,265894.51780229143,259890.9378561597,1920905.9112144958,1890888.0114838372
2010-07-29,260048.09102747872,251794.6364659885,1876039.6886761496,1834772.4158686984
2010-08-05,277807.2683334231,267423.64843857836,1844966.0809223342,1793047.9814481102
2010-08-12,262164.7434119977,249801.5636875857,1771636.8762804684,1709820.9776584087
2010-08-19,261649.68136942547,247486.25913731093,1769836.595214807,1699019.4840542343
2010-08-26,248850.12591821174,233091.8894743279,1866835.8304611444,1788044.6482417253
2010-09-02,246385.38572941383,229260.8947824619,1836640.8756103197,1751018.4208755598
2010-09-09,246130.68101251754,227888.31162135556,1790282.8699592082,1699071.0230033984
2010-09-16,257720.00063203328,238624.34272389772,1767221.7387890052,1671743.4492483274
2010-09-23,244949.58209617776,225277.60181664448,1684095.0232988247,1585735.1219011582
2010-09-30,255357.4281814922,235394.45073800263,1730537.6229344725,1630722.7357170247
2010-10-07,282177.81919909903,262213.3904634604,1879793.7544990175,1779971.610820824
2010-10-14,264439.2465838199,244762.93347758765,1721790.4124730225,1623408.846941861
2010-10-21,247092.9799141317,227990.1704886836,1798304.5132222031,1702790.4660949626
2010-10-28,270889.5684656161,252637.3325931551,1843605.4013199266,1752344.2219576216
2010-11-04,247902.98880642958,230766.0595190439,1736213.414919511,1650528.7684825826
2010-11-11,224853.5676090028,209080.50137301424,1815164.200049748,1736298.868869805
2010-11-18,241934.23200994765,227753.80362747656,1860937.4551878965,1790035.3132755412
2010-11-25,230829.41385092254,218447.29827753254,1823808.021187214,1761897.443320264
2010-12-02,255633.94836841105,245229.73757422078,1976642.544505271,1924621.4905343195
2010-12-09,263349.18843672227,255073.7865788597,1760586.2861937438,1719209.276904431
2010-12-16,290505.7621615771,284479.19684876275,1908346.671091171,1878213.8445270995
2010-12-23,272636.812975239,268946.49437023286,1858601.2040002767,1840149.610975246
2010-12-30,266873.619235304,265573.07224543765,1917935.9694217155,1911433.2344723835
2011-01-06,285047.29900286515,286155.38694715395,1913598.3066697023,1919138.7463911464
2011-01-13,241869.201902099,245369.85291497177,1866987.7673062421,1884491.0223706057
2011-01-20,280949.6922194238,286792.132359354,1926954.1551540785,1956166.3558537294
2011-01-27,291272.9544816843,299372.44416367833,1834044.323405599,1874541.7718155691
2011-02-03,259708.2094588317,269947.2725294546,1967949.45068131,2019144.7660344243
2011-02-10,301071.83153478993,313301.9591630489,1962800.1344745292,2023950.7726158241
2011-02-17,290844.0972249713,304887.90189557883,1989043.417552983,2059262.4409060203
2011-02-24,281184.7692841501,296838.5576513441,2018216.0565922,2096484.9984281699
2011-03-03,298326.2080854623,315362.9353703414,1990755.6396708365,2075939.2760952325
2011-03-10,324068.1619399525,342240.7250203297,1985608.1103618373,2076470.925763723
2011-03-17,293645.474431233,312690.2958605586,1938661.3270176833,2033885.4341643113
2011-03-24,295274.2721262923,314915.123098529,1950233.6661169333,2048437.9209781168
2011-03-31,285009.15886158636,304961.1656732052,2046887.0272392454,2146647.0612973394
2011-04-07,279211.12908342294,299184.9049822259,2059625.724685681,2159494.604179696
2011-04-14,304183.35165012005,323889.19414196414,1974713.578284067,2073242.7907432874
2011-04-21,278370.7604400872,297522.8531751744,1986300.3014126318,2082060.7650880679
2011-04-28,291491.4301294204,309811.98842339637,1934761.5858288058,2026364.3772986857
2011-05-05,282193.26962182886,299416.5694844602,2033293.667419226,2119410.166732383
2011-05-12,295233.21426421474,311109.4464980388,2001341.1409304882,2080722.3020996086
2011-05-19,291513.56287557055,305812.4563441215,2057394.2904768037,2128888.7578195585
2011-05-26,300324.4516883156,312838.61320152687,1907643.4177520128,1970214.225318069
2011-06-02,275182.3205865456,285730.24296115595,1922977.7937011668,1975717.4055742181
2011-06-09,276702.6680145005,285131.3626801244,1943004.1589675068,1985147.6322956264
2011-06-16,263865.3107922349,270052.52675940667,1952698.7589693384,1983634.8388051973
2011-06-23,269588.60185013484,273444.5988560931,1898084.6181336828,1917364.6031634735
2011-06-30,279562.8144387692,281031.66455302667,1853434.0237639581,1860778.2743352454
2011-07-07,282887.13817306346,281947.53698408714,1929260.010950735,1924562.0050058533
2011-07-14,255342.45905064893,252008.0346680821,1909422.0993979657,1892749.9774851317
2011-07-21,279910.02067160344,274229.13606222125,1815969.1378425057,1787564.7147955948
2011-07-28,284973.8890693365,277028.94059367734,1918384.4763286647,1878659.7339503688
2011-08-04,268729.4687186002,258635.69104240302,1898527.9384646118,1848059.0500836258
2011-08-11,288714.9079325108,276618.702646688,1836870.5025531258,1776389.4761240121
2011-08-18,247166.60341801512,233243.41560910066,1825150.470928162,1755534.53188359
2011-08-25,238516.03541692503,222967.80898651754,1840898.085991773,1763156.9538397356
2011-09-01,229142.9804885753,212195.22913019045,1763262.2320173602,1678523.4752254358
2011-09-08,277148.1897526807,259046.72606897872,1802230.210595874,1711722.892177364
2011-09-15,263669.29699461773,244676.6671963591,1688803.44156851,1593840.2925772166
2011-09-22,252441.8009657913,232833.47686415332,1837316.7422913013,1739275.1217831112
2011-09-29,257181.26123354572,237241.64475768738,1713912.6497570423,1614214.5673777505
2011-10-06,236094.7639795741,216113.06217049656,1867097.6883685715,1767189.1793231836
2011-10-13,289948.56468627957,270214.5949966588,1776809.1655801653,1678139.3171320613
2011-10-20,255772.01233531866,236571.9990758404,1785551.416066724,1689551.3497693327
2011-10-27,256324.5058689011,237936.9287700396,1768960.063396224,1677022.1779019167
2011-11-03,266686.6686929825,249378.22379527494,1791490.2887441972,1704948.0642556592
2011-11-10,264382.93734842155,248404.66880506204,1883619.4942035256,1803728.151486728
2011-11-17,262125.4398600776,247709.0987567173,1696261.9440534483,1624180.2385366468
2011-11-24,248718.5399550418,236073.22295899174,1893505.5794552453,1830278.994474995
2011-12-01,269639.56891568133,258948.68550803058,1856480.4648820003,1803026.0478437466
2011-12-08,292944.859875283,284363.4721536278,1789925.499598114,1747018.5609898379
2011-12-15,287167.2076613251,280819.78129699227,1807830.581859207,1776093.4500375427
2011-12-22,293247.1848866437,289225.78385684255,1957195.7922788202,1937088.7871298143
2011-12-29,264102.9558326752,262465.9071114437,1838172.3711982039,1829987.127592046
2012-01-05,259372.66815547022,260143.7157309241,1839970.483883052,1843825.7217603212
2012-01-12,274764.30275406525,277932.2632422095,1966638.1138286206,1982477.916269342
2012-01-19,279875.3977853909,285394.32263551495,1938604.6650686616,1966199.2893192822
2012-01-26,297760.7671505324,305550.60908954364,1886285.1406060641,1925234.3503011202
2012-02-02,258156.31022174266,268104.0842712301,1954952.1414895782,2004691.011737015
2012-02-09,308537.6358198816,320499.0580463559,1903051.3121563501,1962858.4232887216
2012-02-16,285101.8737359762,298903.4539656184,2018730.6190094166,2087738.520157628
2012-02-23,282746.2072642118,298187.7654090955,2025107.7996422327,2102315.590366651
2012-03-01,275421.32222179265,292278.89172042796,2005869.4308425132,2090157.2783356896
2012-03-08,266988.9977178751,285018.07397815626,2003359.5205060784,2093504.901807484
2012-03-15,305106.8702072092,324045.9569358885,2078035.7387631699,2172731.1724065663
2012-03-22,294531.8493926651,314106.2513748824,1993287.0378909847,2091159.0478020713
2012-03-29,274471.5249078806,294397.33222573466,1936115.8546627995,2035744.89125207
2012-04-05,274494.6085911954,294482.8144936822,2018145.0622327009,2118086.0917451344
2012-04-12,288693.9596619766,308454.6523601216,2098985.965780315,2197789.42927104
2012-04-19,318289.3811048359,337535.9486936268,1941524.8258314785,2037757.6637754324
2012-04-26,288604.36106810166,307057.6485864326,1970373.0745378546,2062639.5121295096
2012-05-03,268927.61104101245,286319.96937505115,2004113.6815902474,2091075.473260441
2012-05-10,286512.8721300816,302592.04003418644,1974179.997819301,2054575.8373398255
2012-05-17,284599.2127543735,299131.97568417556,1920177.8491132904,1992841.6637623007
2012-05-24,246517.0295995978,259292.6022890121,2016749.7824758233,2080627.6459228948
2012-05-31,284250.87046084536,295083.9541816301,2067096.2936560977,2121261.712260022
2012-06-07,279539.11512915604,288272.5852900939,1950552.575441278,1994219.9262459676
2012-06-14,291257.3966814462,297764.58178582217,1884560.9754545554,1917096.9009764353
2012-06-21,306265.42961962527,310451.9485266808,1840862.845436162,1861795.4399714398
2012-06-28,293085.62875758414,294890.7596000418,1919452.5431609878,1928478.1973732763
2012-07-05,269783.7061997954,269181.26710248255,1949859.5743009716,1946847.3788144074
2012-07-12,254857.76903332508,251856.49785882386,1906579.7468080684,1891573.390935562
2012-07-19,307738.20668466407,302381.6342981082,1871074.474111166,1844291.612178387
2012-07-26,267785.93060740735,260151.74949860483,1830492.8526904923,1792321.9471464795
2012-08-02,264977.16518868855,255176.10260916981,1794663.659024554,1745658.3461269604
2012-08-09,262419.077225554,250593.2891847243,1881035.5924042307,1821906.6522000823
2012-08-16,263936.47558217944,250257.4849962867,1875870.4071660328,1807475.4542365693
2012-08-23,257182.45066051054,241848.65955980532,1744771.1469222368,1668102.1914187109
2012-08-30,249347.9828977866,232581.79477518128,1894537.4127903895,1810706.4721773628
2012-09-06,248598.26422759995,230642.85826668973,1837952.748468613,1748175.7186640617
2012-09-13,255418.51240690128,236534.31637640583,1874734.7820673592,1780313.801914882
2012-09-20,247141.00207941572,227601.91505168064,1734524.0201336981,1636828.5849950225
2012-09-27,244265.6467973107,224355.06647710098,1731631.5460588909,1632078.6444578422
2012-10-04,256509.53274035134,236516.24502412573,1792210.5640953009,1692244.125514173
2012-10-11,251333.15234749034,231547.1427315744,1825984.4541640566,1727054.4060844767
2012-10-18,278249.415826572,258957.663416164,1893284.372727267,1796825.610675227
2012-10-25,216736.4945891676,198218.8097124701,1842790.4276743103,1750202.0032908227
2012-11-01,273953.7483534325,256478.71415274727,1800715.4842570955,1713340.313253669
2012-11-08,277605.98770979507,261427.06457332417,1768161.455769557,1687266.8400872024
2012-11-15,229382.0819924287,214733.93132865752,1888783.6198863902,1815542.8665675342
2012-11-22,257123.3060898007,244218.386764964,1787914.2893916513,1723389.6927674678
2012-11-29,258659.86632381185,247685.35312819725,1927374.8317979963,1872502.2658199233
2012-12-06,245245.8391102143,236360.907948312,1842329.8944816987,1797905.238672187
2012-12-13,256947.16774302485,250280.68692350836,1947320.295038928,1913987.8909413454
2012-12-20,254308.3754893351,249957.03660073254,1913463.2782996516,1891706.5838566385
2012-12-27,299666.7773769063,297693.6928590126,1884708.0239121912,1874842.6013227224
2013-01-03,289862.2220762271,290296.0098282759,1877772.1538768031,1879941.0926370472
2013-01-10,297338.40633797203,300172.7746405447,1898849.2940875073,1913021.1356003708
2013-01-17,291487.0845256757,296680.9232966954,1949257.6876498903,1975226.8815049888
2013-01-24,266047.818470496,273525.79553172225,1943270.1820271297,1980660.067333261
2013-01-31,277328.92087253724,286982.5745782224,1920749.9827691852,1969018.2512976108
2013-02-07,294610.4551430551,306299.7675231222,1952487.088762731,2010933.6506630667
2013-02-14,270841.48799535865,284396.91559600655,1974177.8996015566,2041955.0376047962
2013-02-21,301575.34013033414,316800.27309647197,1872309.6829563903,1948434.3477870796
2013-02-28,288761.616655383,305435.23038800695,2009048.009983079,2092416.0786461988
2013-03-07,287988.4829930765,305868.9410207453,1943337.5772171104,2032739.8673554542
2013-03-14,305260.15139473113,324088.1130042376,1939544.3489359342,2033684.1569834666
2013-03-21,301971.5748690438,321473.9566201041,1916365.6651825374,2013877.5739378391
